revid_ctxt,date,rev_time,editor,link,rev_id,token_id,pos,in,out,action,duplicated,left,token,right,nationality,birth_place,Link,Bulk,ali comment,fabian_comment,cluster_4,cluster_10
8403147,2004-12-01,2004-12-11 21:33:22,23657,http://en.wikipedia.org/w/index.php?&diff=8403147,8403147,989,753,11,0,ins,FALSE," ]] [[ category : scottish inventors | baird , john logie ]] [[ category :",british," inventors | baird , john logie ]] [[ category : television people | baird",Y,N,N,N,,,-1,6
25445129,2005-10-01,10/25/05 22:40,394460,http://en.wikipedia.org/w/index.php?&diff=26479217,26479217,989,1132,80,7,out,TRUE," ]] [[ category : scottish inventors | baird , john logie ]] [[ category :",british," inventors | baird , john logie ]] [[ category : television people | baird",Y,N,N,Y,Duplicated,,-1,6
80594934,2006-10-01,2006-10-10 11:13:16,1582352,http://en.wikipedia.org/w/index.php?&diff=80594934,80594934,4490,2557,11,0,ins,FALSE," ]] [[ category : scottish inventors | baird , john logie ]] [[ category :",scottish," people | baird , john logie ]] [[ category : television pioneers | baird",Y,N,N,N,,,-1,6
517766569,2012-10-01,2012-10-14 16:57:11,9748448,http://en.wikipedia.org/w/index.php?&diff=517766569,517766569,17478,185,5,0,in,TRUE, ]] [[ united kingdom ]] | nationality = [[ scotland | scottish ]] [[ united,kingdom, | british ]] | other _ names = johnny | citizenship = [[ united,Y,N,Left,N,,,-1,-1
529104263,2012-12-01,2012-12-29 10:29:28,14511822,http://en.wikipedia.org/w/index.php?&diff=530278092,530278092,17478,186,0,15,out,TRUE, ]] [[ united kingdom ]] | nationality = [[ scotland | scottish ]] [[ united,kingdom, | british ]] | other _ names = johnny | citizenship = [[ united,Y,N,Left,N,,,-1,-1
83177458,2006-10-01,2006-10-23 09:50:37,0|86.8.105.64,http://en.wikipedia.org/w/index.php?&diff=83177458,83177458,4545,57,2,2,ins,TRUE, ]] & ndash ; [[ june 14 ]] [[ 1946 ]] ) was a [[,british," | british ]] [[ engineer ]] , who is best known as the inventor",Y,N,Left,N,,,21,-1
83177458,2006-10-01,10/23/06 12:06,35201,http://en.wikipedia.org/w/index.php?&diff=83190620,83190620,4545,57,2,2,out,TRUE, ]] & ndash ; [[ june 14 ]] [[ 1946 ]] ) was a [[,british," | british ]] [[ engineer ]] , who is best known as the inventor",Y,N,Left,N,,,21,-1
13567514,2005-05-01,2005-05-01 22:36:17,46083,http://en.wikipedia.org/w/index.php?&diff=13567514,13567514,1413,34,48,23,in,TRUE, ]] & ndash ; [[ june 14 ]] [[ 1946 ]] ) was a [[,scotland," | scottish ]] engineer , recognized as being the first man to [[ television",Y,N,Left,N,Cleaning,,-1,-1
82644324,2006-10-01,2006-10-23 09:50:37,0|86.8.105.64,http://en.wikipedia.org/w/index.php?&diff=83177458,83177458,1413,57,2,2,out,TRUE, ]] & ndash ; [[ june 14 ]] [[ 1946 ]] ) was a [[,scotland," | scottish ]] [[ engineer ]] , who is best known as the inventor",Y,N,Left,N,,,21,-1
83190620,2006-10-01,2006-10-23 12:06:04,35201,http://en.wikipedia.org/w/index.php?&diff=83190620,83190620,1413,57,2,2,rein,TRUE, ]] & ndash ; [[ june 14 ]] [[ 1946 ]] ) was a [[,scotland," | scottish ]] [[ engineer ]] , who is best known as the inventor",Y,N,Left,N,,,-1,-1
157889232,2007-09-01,2007-09-14 17:52:32,0|209.232.155.39,http://en.wikipedia.org/w/index.php?&diff=157889660,157889660,1413,66,1,397,out,TRUE, ]] & ndash ; [[ june 14 ]] [[ 1946 ]] ) was a [[,scotland, | scottish ]] [[ engineer ]] and inventor of the world ' s first,Y,N,Left,Y,,,-1,-1
157889687,2007-09-01,2007-09-14 17:52:46,3378640,http://en.wikipedia.org/w/index.php?&diff=157889687,157889687,1413,66,397,1,rein,TRUE, ]] & ndash ; [[ june 14 ]] [[ 1946 ]] ) was a [[,scotland, | scottish ]] [[ engineer ]] and inventor of the world ' s first,Y,N,Left,Y,,,-1,-1
157889728,2007-09-01,2007-09-14 17:56:40,0|209.232.155.39,http://en.wikipedia.org/w/index.php?&diff=157890340,157890340,1413,63,0,432,out,TRUE, ]] & ndash ; [[ june 14 ]] [[ 1946 ]] ) was a [[,scotland, | scottish ]] [[ engineer ]] and inventor of the world ' s first,Y,N,Left,Y,,,-1,-1
157890567,2007-09-01,2007-09-14 17:57:57,340124,http://en.wikipedia.org/w/index.php?&diff=157890567,157890567,1413,63,432,0,rein,TRUE, ]] & ndash ; [[ june 14 ]] [[ 1946 ]] ) was a [[,scotland, | scottish ]] [[ engineer ]] and inventor of the world ' s first,Y,N,Left,Y,,,-1,-1
201388969,2008-03-01,2008-03-27 19:12:01,0|67.170.37.110,http://en.wikipedia.org/w/index.php?&diff=201388969,201388969,6894,910,3574,0,in,TRUE, ]] & ndash ; [[ june 14 ]] [[ 1946 ]] ) was a [[,scotland, | scottish ]] [[ engineer ]] and inventor of the world ' s first,Y,N,Left,Y,,,0,59
202196221,2008-03-01,2008-03-31 01:34:36,1639760,http://en.wikipedia.org/w/index.php?&diff=202196770,202196770,6894,910,30,316,out,TRUE, ]] & ndash ; [[ june 14 ]] [[ 1946 ]] ) was a [[,scotland, | scottish ]] [[ engineer ]] and inventor of the world ' s first,Y,N,Left,Y,,,-1,-1
119467128,2007-04-01,4/1/07 11:25,3006002,http://en.wikipedia.org/w/index.php?&diff=119467128,119467128,1898,1736,301,13,rein,TRUE," of radar , for his wartime defence projects have never been officially acknowledged by the",british," government . according to malcolm baird , his son , what is known is",N,N,N,Y,,,28,40
229694083,2008-08-01,2008-08-05 08:40:19,5623775,http://en.wikipedia.org/w/index.php?&diff=229945300,229945300,1413,174,2,1,out,FALSE, ]] & ndash ; [[ june 14 ]] [[ 1946 ]] ) was a [[,scotland, | scottish ]] [[ engineer ]] and inventor of the world ' s first,Y,N,Left,N,,,21,70
229945300,2008-08-01,2008-08-05 08:40:19,5623775,http://en.wikipedia.org/w/index.php?&diff=229945300,229945300,10730,174,2,1,ins,FALSE, ]] & ndash ; [[ june 14 ]] [[ 1946 ]] ) was a [[,scottish, people | scottish ]] [[ engineer ]] and inventor of the world ' s,Y,N,Left,N,,,21,70
782622362,2017-07-01,7/10/17 04:10,30410,http://en.wikipedia.org/w/index.php?&diff=789868208,789868208,15509,759,0,88,out,TRUE, / 2 / hi / entertainment / 2208671 . stm | title = 100 great,british, heroes | publisher = bbc news | date = 21 august 2002 | accessdate,Y,N,N,Y,,,122,-1
519580799,2012-10-01,2012-10-24 15:04:27,0|192.246.232.236,http://en.wikipedia.org/w/index.php?&diff=519580799,519580799,17498,510,2,2,ins,TRUE," / 30540 , accessed 23 april 2010 . < / ref > was a [[",british, people | british ]] [[ engineer ]] and [[ inventor ]] of the world,Y,N,Left,N,,,52,70
519580799,2012-10-01,10/24/12 17:01,139104,http://en.wikipedia.org/w/index.php?&diff=519599516,519599516,17498,510,2,2,out,TRUE," / 30540 , accessed 23 april 2010 . < / ref > was a [[",british, people | british ]] [[ engineer ]] and [[ inventor ]] of the world,Y,N,Left,N,,,52,70
532888949,2013-01-01,2013-01-13 17:40:51,9748448,http://en.wikipedia.org/w/index.php?&diff=532888949,532888949,17639,478,2,0,in,FALSE," / 30540 , accessed 23 april 2010 . < / ref > was a [[",scotland, | scottish ]] engineer and inventor of the [[ invention of television | world,Y,N,Left,N,,,70,70
392652227,2010-10-01,10/25/10 23:22,0|81.129.30.230,http://en.wikipedia.org/w/index.php?&diff=392884574,392884574,14662,116,4,4,out,TRUE," / 30540 , accessed 23 april 2010 . < / ref > was a [[",scottish, people | scottish ]] < ref > {{ cite web | url = http,Y,N,Left,N,,,52,-1
392884799,2010-10-01,10/25/10 23:24,0|217.39.45.82,http://en.wikipedia.org/w/index.php?&diff=392884799,392884799,14662,116,2,2,rein,TRUE," / 30540 , accessed 23 april 2010 . < / ref > was a [[",scottish, people | scottish ]] < ref > {{ cite web | url = http,Y,N,Left,N,,,-1,-1
519352642,2012-10-01,10/24/12 15:04,0|192.246.232.236,http://en.wikipedia.org/w/index.php?&diff=519580799,519580799,14662,510,2,2,out,TRUE," / 30540 , accessed 23 april 2010 . < / ref > was a [[",scottish, people | scottish ]] [[ engineer ]] and [[ inventor ]] of the world,Y,N,Left,N,,,52,70
519599516,2012-10-01,10/24/12 17:01,139104,http://en.wikipedia.org/w/index.php?&diff=519599516,519599516,14662,510,2,2,rein,TRUE," / 30540 , accessed 23 april 2010 . < / ref > was a [[",scottish, people | scottish ]] [[ engineer ]] and [[ inventor ]] of the world,Y,N,Left,N,,,-1,70
517643279,2012-10-01,2012-10-13 22:47:18,0|109.77.100.80,http://en.wikipedia.org/w/index.php?&diff=517643279,517643279,17473,182,17,2,ins,TRUE, = [[ scotland ]] [[ united kingdom ]] | nationality = [[ scottish ]] [[,british, ]] | other _ names = johnny | citizenship = [[ united kingdom |,Y,N,N,N,,,110,124
199927406,2008-03-01,3/24/08 9:24,0|220.233.89.120,http://en.wikipedia.org/w/index.php?&diff=200499362,200499362,1898,1963,6,413,out,TRUE," of radar , for his wartime defence projects have never been officially acknowledged by the",british," government . according to malcolm baird , his son , what is known is",N,N,N,Y,,,-1,-1
200569722,2008-03-01,3/24/08 16:38,1483333,http://en.wikipedia.org/w/index.php?&diff=200569722,200569722,1898,1963,437,0,rein,TRUE," of radar , for his wartime defence projects have never been officially acknowledged by the",british," government . according to malcolm baird , his son , what is known is",N,N,N,Y,,,28,40
201388969,2008-03-01,2008-03-27 19:12:01,0|67.170.37.110,http://en.wikipedia.org/w/index.php?&diff=201388969,201388969,8690,5537,3574,0,ins,TRUE," of radar , for his wartime defence projects have never been officially acknowledged by the",british," government . according to malcolm baird , his son , what is known is",N,N,N,Y,Vandalism/Bulk,,0,0
320978065,2009-10-01,2009-10-20 10:27:21,3967105,http://en.wikipedia.org/w/index.php?&diff=320978065,320978065,13997,26,3,4,in,TRUE, = | caption = | name = john logie baird | nationality = [[ united,kingdom, | british ]] | citizenship = [[ united kingdom ]] | birth _ date,Y,N,Left,N,,,-1,102
327298430,2009-11-01,2009-11-23 00:10:35,0|41.206.154.213,http://en.wikipedia.org/w/index.php?&diff=327378078,327378078,13997,26,6,3,out,TRUE, = | caption = | name = john logie baird | nationality = [[ united,kingdom, | british ]] | citizenship = [[ united kingdom ]] | birth _ date,Y,N,Left,N,,,-1,102
327500955,2009-11-01,2009-11-23 17:17:36,7082942,http://en.wikipedia.org/w/index.php?&diff=327500955,327500955,13997,26,3,6,rein,TRUE, = | caption = | name = john logie baird | nationality = [[ united,kingdom, | british ]] | citizenship = [[ united kingdom ]] | birth _ date,Y,N,Left,N,,,-1,102
328031676,2009-11-01,2009-11-26 18:48:31,0|41.206.152.252,http://en.wikipedia.org/w/index.php?&diff=328080169,328080169,13997,26,13,18,out,TRUE, = | caption = | name = john logie baird | nationality = [[ united,kingdom, | british ]] | citizenship = [[ united kingdom ]] | birth _ date,Y,N,Left,N,,,-1,102
305069329,2009-07-01,7/30/09 13:06,3967105,http://en.wikipedia.org/w/index.php?&diff=305069654,305069654,10533,26,2,3,out,TRUE, = | caption = | name = john logie baird | nationality = british /,scottish, | birth _ date = 13 august 1888 | birth _ place = [[,Y,N,N,N,Duplicated,,56,74
301507147,2009-07-01,7/19/09 17:46,0|81.158.228.222,http://en.wikipedia.org/w/index.php?&diff=302981283,302981283,12540,26,2,2,out,FALSE, = | caption = | name = john logie baird | nationality = scottish /,british, | birth _ date = 13 august 1888 | birth _ place = [[,Y,N,N,N,Question,,71,74
392200091,2010-10-01,2010-10-22 13:44:02,139104,http://en.wikipedia.org/w/index.php?&diff=392215186,392215186,14297,29,0,146,out,TRUE, = | name = john logie baird | nationality = scottish | citizenship = united,kingdom, | birth _ date = 13 august 1888 | birth _ place = [[,Y,N,N,Y,,,-1,-1
517766569,2012-10-01,2012-10-14 16:57:11,9748448,http://en.wikipedia.org/w/index.php?&diff=517766569,517766569,17475,179,5,0,in,TRUE, = | residence = [[ scotland ]] [[ united kingdom ]] | nationality = [[,scotland, | scottish ]] [[ united kingdom | british ]] | other _ names =,Y,N,Left,N,,,-1,-1
529104263,2012-12-01,2012-12-29 10:29:28,14511822,http://en.wikipedia.org/w/index.php?&diff=530278092,530278092,17475,180,0,15,out,TRUE, = | residence = [[ scotland ]] [[ united kingdom ]] | nationality = [[,scotland, | scottish ]] [[ united kingdom | british ]] | other _ names =,Y,N,Left,N,,,-1,-1
615883966,2014-07-01,2014-07-07 00:16:47,21773512,http://en.wikipedia.org/w/index.php?&diff=615883966,615883966,18960,155,1,2,ins,FALSE," = scotland , | nationality = scottish | other _ names = | citizenship =",scottish," | education = [[ larchfield academy ]] , helensburgh | alma _ mater =",Y,N,N,N,,,104,134
615883966,2014-07-01,7/7/14 03:09,139104,http://en.wikipedia.org/w/index.php?&diff=615898734,615898734,18960,155,2,1,out,FALSE," = scotland , | nationality = scottish | other _ names = | citizenship =",scottish," | education = [[ larchfield academy ]] , helensburgh | alma _ mater =",Y,N,N,N,Duplicated,,104,134
616000321,2014-07-01,2014-07-07 21:13:32,21773512,http://en.wikipedia.org/w/index.php?&diff=616000321,616000321,18963,155,1,2,ins,FALSE, = scotland and england | nationality = scottish | other _ names = | citizenship,scottish," | education = [[ larchfield academy ]] , helensburgh | alma _ mater =",Y,N,N,N,,,-1,134
616000321,2014-07-01,7/7/14 21:16,15526990,http://en.wikipedia.org/w/index.php?&diff=616000677,616000677,18963,155,2,1,out,FALSE, = scotland and england | nationality = scottish | other _ names = | citizenship,scottish," | education = [[ larchfield academy ]] , helensburgh | alma _ mater =",Y,N,N,N,Duplicated,,-1,134
395513362,2010-11-01,11/8/10 09:08,12416210,http://en.wikipedia.org/w/index.php?&diff=395513362,395513362,15547,391,193,0,in,TRUE," > in 2006 , logie baird was also named as one of the 10 greatest",scottish, scientists in history after having been listed in the [[ national library of scotland,Y,N,N,Y,,"yes, but bulk",76,104
205473583,2008-04-01,4/19/08 2:00,95903,http://en.wikipedia.org/w/index.php?&diff=206614281,206614281,8690,4500,0,2734,out,TRUE," of radar , for his wartime defence projects have never been officially acknowledged by the",british," government . according to malcolm baird , his son , what is known is",N,N,N,Y,,,34,44
319812921,2009-10-01,10/14/09 14:20,0|92.41.164.183,http://en.wikipedia.org/w/index.php?&diff=319813431,319813431,10533,27,1,312,out,TRUE, | caption = | name = john logie baird | nationality = [[ scotland |,scottish, ]] | citizenship = [[ united kingdom | british ]] | birth _ date,Y,N,Right,Y,,,-1,-1
319814729,2009-10-01,10/14/09 14:28,1483333,http://en.wikipedia.org/w/index.php?&diff=319814729,319814729,10533,27,306,51,rein,TRUE, | caption = | name = john logie baird | nationality = [[ scotland |,scottish, ]] | citizenship = [[ united kingdom | british ]] | birth _ date,Y,N,Right,Y,,,-1,-1
238836893,2008-09-01,9/17/08 5:59,6683876,http://en.wikipedia.org/w/index.php?&diff=238967290,238967290,1898,2175,0,415,out,TRUE," of radar , for his wartime defence projects have never been officially acknowledged by the",british," government . according to malcolm baird , his son , what is known is",N,N,N,Y,,,28,40
320970376,2009-10-01,10/20/09 10:27,3967105,http://en.wikipedia.org/w/index.php?&diff=320978065,320978065,10533,27,3,4,out,TRUE, | caption = | name = john logie baird | nationality = [[ scotland |,scottish, ]] | citizenship = [[ united kingdom | british ]] | birth _ date,Y,N,Right,N,,,-1,102
327378078,2009-11-01,11/23/09 0:10,0|41.206.154.213,http://en.wikipedia.org/w/index.php?&diff=327378078,327378078,10533,27,6,3,rein,TRUE, | caption = | name = john logie baird | nationality = [[ scotland |,scottish, ]] | citizenship = [[ united kingdom ]] | birth _ date = 13,Y,N,Right,N,,,-1,102
327378078,2009-11-01,11/23/09 17:17,7082942,http://en.wikipedia.org/w/index.php?&diff=327500955,327500955,10533,27,3,6,out,TRUE, | caption = | name = john logie baird | nationality = [[ scotland |,scottish, ]] | citizenship = [[ united kingdom ]] | birth _ date = 13,Y,N,Right,N,,,-1,102
238967442,2008-09-01,9/17/08 6:01,7807854,http://en.wikipedia.org/w/index.php?&diff=238967442,238967442,1898,2175,2323,0,rein,TRUE," of radar , for his wartime defence projects have never been officially acknowledged by the",british," government . according to malcolm baird , his son , what is known is",N,N,N,Y,,,-1,-1
328080169,2009-11-01,11/26/09 18:48,0|41.206.152.252,http://en.wikipedia.org/w/index.php?&diff=328080169,328080169,10533,27,13,18,rein,TRUE, | caption = | name = john logie baird | nationality = [[ scotland |,scottish, ]] | citizenship = [[ scotland ]] | birth _ date = 13 august,Y,N,Right,N,,,-1,102
296935794,2009-06-01,2009-06-17 10:58:51,4478459,http://en.wikipedia.org/w/index.php?&diff=296935794,296935794,12552,40,7,2,ins,FALSE, | caption = | name = john logie baird | nationality = scottish ( only,scottish, ! ! ! ) | birth _ date = 13 august 1888 | birth,Y,N,N,N,,,71,74
328080169,2009-11-01,11/27/09 8:20,394460,http://en.wikipedia.org/w/index.php?&diff=328176707,328176707,1898,3199,29,46,out,TRUE," of radar , for his wartime defence projects have never been officially acknowledged by the",british," government . according to malcolm baird , his son , what is known is",N,N,N,N,,,-1,52
328390306,2009-11-01,11/28/09 15:12,7082942,http://en.wikipedia.org/w/index.php?&diff=328390306,328390306,1898,3199,46,29,rein,TRUE," of radar , for his wartime defence projects have never been officially acknowledged by the",british," government . according to malcolm baird , his son , what is known is",N,N,N,N,,,-1,52
328390306,2009-11-01,11/28/09 15:13,7082942,http://en.wikipedia.org/w/index.php?&diff=328390386,328390386,1898,3199,29,46,out,TRUE," of radar , for his wartime defence projects have never been officially acknowledged by the",british," government . according to malcolm baird , his son , what is known is",N,N,N,N,,,-1,52
114565733,2007-03-01,3/12/07 16:03,0|151.188.16.36,http://en.wikipedia.org/w/index.php?&diff=114565777,114565777,1945,424,0,301,out,TRUE," a device remarkably similar to radar , and that he was in correspondence with the",british, government at the time . much of the information regarding baird ' s work,N,N,N,Y,,,-1,-1
114565915,2007-03-01,3/12/07 16:04,292494,http://en.wikipedia.org/w/index.php?&diff=114565915,114565915,1945,1790,1667,0,rein,TRUE," a device remarkably similar to radar , and that he was in correspondence with the",british, government at the time . much of the information regarding baird ' s work,N,N,N,Y,,,-1,-1
118293838,2007-03-01,3/30/07 2:18,0|24.60.63.140,http://en.wikipedia.org/w/index.php?&diff=118942306,118942306,1945,1778,0,293,out,TRUE," a device remarkably similar to radar , and that he was in correspondence with the",british, government at the time . much of the information regarding baird ' s work,N,N,N,Y,,,-1,-1
